Year,Month,Date,Vendor,Amount,Category,Section,Checking Balance,Type,,,,
2014,February,1/30/2014,TSP,$178.08 ,TSP,Retirement,"$7,720.11 ",Expense,,,,
2014,January,1/31/2014,SMJJA,$50.00 ,Exercise,Recreation,"$7,670.11 ",Expense,,,,
2014,January,1/31/2014,Wal Mart,$3.05 ,Misc.,Personal,"$7,667.06 ",Expense,,,,
2014,February,1/31/2014,EZ Pass,$25.00 ,Travel,Personal,"$7,642.06 ",Expense,,,,
2014,January,1/31/2014,Dividend,$0.20 ,Other Income,Gross Income,"$7,642.26 ",Income,,,,
2014,February,2/3/2014,Sheetz,$23.79 ,Gas,Transportation,"$7,618.47 ",Expense,,,,
2014,February,2/3/2014,Withdrawl,$40.00 ,Groceries,Food,"$7,578.47 ",Expense,,,,
2014,February,2/3/2014,BJs,$10.99 ,Toiletries,Personal,"$7,567.48 ",Expense,,,,
2014,February,2/3/2014,BJs,$111.07 ,Groceries,Food,"$7,456.41 ",Expense,,,,
2014,February,2/3/2014,MOMs,$0.99 ,Groceries,Food,"$7,455.42 ",Expense,,,,
2014,February,2/3/2014,MOMs,$71.78 ,Groceries,Food,"$7,383.64 ",Expense,,,,
2014,February,2/3/2014,Netflix,$16.46 ,TV,Utilities,"$7,367.18 ",Expense,,,,
2014,February,2/4/2014,Republic Wireless,$23.62 ,Cell Phone,Utilities,"$7,343.56 ",Expense,,,,
2014,February,2/4/2014,Safeway,$8.00 ,Groceries,Food,"$7,335.56 ",Expense,,,,
2014,January,2/3/2014,Transfer from Gifts,$203.71 ,Reimbursables,Gross Income,"$7,539.27 ",Income,,,,
2014,January,2/3/2014,Transfer to Car,$100.00 ,Car Maintenance,Transportation,"$7,439.27 ",Expense,,,,
2014,January,2/4/2014,Sallie Mae,$158.80 ,Joey Sallie Mae,Debts,"$7,280.47 ",Expense,,,,
2014,January,2/4/2014,Amazon,$200.00 ,Gifts,Personal,"$7,080.47 ",Expense,,,,
2014,February,2/4/2014,Eric Long,$500.00 ,Gifts,Personal,"$6,580.47 ",Expense,,,,
2014,February,2/5/2014,Christianbook.com,$60.00 ,Kids Misc.,Personal,"$6,520.47 ",Expense,,,,
2014,February,2/5/2014,Christianbook.com,$114.95 ,Gifts,Personal,"$6,405.52 ",Expense,,,,
2014,February,2/5/2014,Charles County Government,$84.02 ,Water,Utilities,"$6,321.50 ",Expense,,,,
2014,February,2/6/2014,Giant,$9.98 ,FUN,Personal,"$6,311.52 ",Expense,,,,
2014,February,2/6/2014,loanDepot,"$1,303.71 ",Mortgage,Housing,"$5,007.81 ",Expense,,,,
2014,February,2/6/2014,loanDepot,$236.68 ,Property Taxes,Housing,"$4,771.13 ",Expense,,,,
2014,February,2/6/2014,loanDepot,$81.34 ,Property Insurance,Housing,"$4,689.79 ",Expense,,,,
2014,February,2/7/2014,Wawa,$36.69 ,Gas,Transportation,"$4,653.10 ",Expense,,,,
2014,February,2/10/2014,MOMs,$0.89 ,Groceries,Food,"$4,652.21 ",Expense,,,,
2014,February,2/10/2014,Dollar Tree,$4.24 ,Misc.,Personal,"$4,647.97 ",Expense,,,,
2014,February,2/10/2014,Freds Liquor,$14.16 ,Misc.,Personal,"$4,633.81 ",Expense,,,,
2014,February,2/10/2014,Wal Mart,$26.47 ,Children Clothes,Clothing,"$4,607.34 ",Expense,,,,
2014,February,2/10/2014,MOMs,$29.39 ,Groceries,Food,"$4,577.95 ",Expense,,,,
2014,February,2/10/2014,MOMs,$5.37 ,FUN,Personal,"$4,572.58 ",Expense,,,,
2014,February,2/10/2014,Exxon,$53.36 ,Gas,Transportation,"$4,519.22 ",Expense,,,,
2014,February,2/10/2014,MOMs,$9.99 ,Drugs,Medical,"$4,509.23 ",Expense,,,,
2014,February,2/10/2014,MOMs,$34.28 ,Toiletries,Personal,"$4,474.95 ",Expense,,,,
2014,February,2/10/2014,MOMs,$27.90 ,Groceries,Food,"$4,447.05 ",Expense,,,,
2014,February,2/10/2014,TJ Maxx,$29.00 ,Clothes,Clothing,"$4,418.05 ",Expense,,,,
2014,February,2/10/2014,TJ Maxx,$65.33 ,FUN,Personal,"$4,352.72 ",Expense,,,,
2014,February,2/10/2014,BJs,$42.40 ,FUN,Personal,"$4,310.32 ",Expense,,,,
2014,February,2/10/2014,BJs,$80.65 ,Groceries,Food,"$4,229.67 ",Expense,,,,
2014,February,2/10/2014,Comcast,$74.37 ,Internet,Utilities,"$4,155.30 ",Expense,,,,
2014,February,2/12/2014,BJs,$36.66 ,Gas,Transportation,"$4,118.64 ",Expense,,,,
2014,February,2/13/2014,DFAS,"$3,561.60 ",Joey Income,Gross Income,"$7,680.24 ",Income,,,,
2014,February,2/13/2014,FEGLI,$24.95 ,Life Insurance,Medical,"$7,655.29 ",Expense,,,,
2014,February,2/13/2014,FEHB,$109.34 ,Health Insurance,Medical,"$7,545.95 ",Expense,,,,
2014,February,2/13/2014,OASDI,$214.04 ,Social Security,Taxes,"$7,331.91 ",Expense,,,,
2014,February,2/13/2014,Federal Tax,$88.43 ,Federal Taxes,Taxes,"$7,243.48 ",Expense,,,,
2014,February,2/13/2014,Medicare,$50.06 ,Medicare,Taxes,"$7,193.42 ",Expense,,,,
2014,February,2/13/2014,State Tax,$114.98 ,State Taxes,Taxes,"$7,078.44 ",Expense,,,,
2014,February,2/13/2014,FERS,$28.49 ,FERS,Retirement,"$7,049.95 ",Expense,,,,
2014,February,2/13/2014,TSP,$178.08 ,TSP,Retirement,"$6,871.87 ",Expense,,,,
2014,February,2/13/2014,Amazon,$12.49 ,FUN,Personal,"$6,859.38 ",Expense,,,,
2014,February,2/18/2014,MOMs,$5.98 ,Cleaning /Laundry,Clothing,"$6,853.40 ",Expense,,,,
2014,February,2/18/2014,MOMs,$94.31 ,Groceries,Food,"$6,759.09 ",Expense,,,,
2014,February,2/18/2014,BJs,$11.65 ,Toiletries,Personal,"$6,747.44 ",Expense,,,,
2014,February,2/18/2014,Wal Mart,$2.23 ,Groceries,Food,"$6,745.21 ",Expense,,,,
2014,February,2/18/2014,EZ Pass,$25.00 ,Travel,Personal,"$6,720.21 ",Expense,,,,
2014,February,2/19/2014,Wawa,$37.79 ,Gas,Transportation,"$6,682.42 ",Expense,,,,
2014,February,2/19/2014,SMECO,$362.42 ,Electric,Utilities,"$6,320.00 ",Expense,,,,
2014,February,2/20/2014,Valvoline,$76.59 ,Car Maintenance,Transportation,"$6,243.41 ",Expense,,,,
2014,March,2/20/2014,InMotion Hosting,$81.92 ,Work,Work,"$6,161.49 ",Expense,,,,
2014,February,2/20/2014,Geico,$107.19 ,Car Insurance,Transportation,"$6,054.30 ",Expense,,,,
2014,February,2/24/2014,MOMs,$39.71 ,Groceries,Food,"$6,014.59 ",Expense,,,,
2014,February,2/24/2014,World Vision,$60.00 ,Charity,Charity,"$5,954.59 ",Expense,,,,
2014,February,2/24/2014,Sallie Mae,$15.49 ,Joey Sallie Mae,Debts,"$5,939.10 ",Expense,,,,
2014,February,2/24/2014,Sallie Mae,$28.67 ,Joey Sallie Mae,Debts,"$5,910.43 ",Expense,,,,
2014,February,2/24/2014,Sallie Mae,$30.74 ,Joey Sallie Mae,Debts,"$5,879.69 ",Expense,,,,
2014,February,2/24/2014,Sallie Mae,$52.00 ,Joey Sallie Mae,Debts,"$5,827.69 ",Expense,,,,
2014,February,2/24/2014,Sallie Mae,$55.56 ,Joey Sallie Mae,Debts,"$5,772.13 ",Expense,,,,
2014,February,2/25/2014,Walmart,$3.44 ,Cleaning /Laundry,Clothing,"$5,768.69 ",Expense,,,,
2014,February,2/25/2014,Wawa,$39.83 ,Gas,Transportation,"$5,728.86 ",Expense,,,,
2014,February,2/26/2014,Safeway,$5.99 ,Groceries,Food,"$5,722.87 ",Expense,,,,
2014,March,2/27/2014,DFAS,"$3,561.60 ",Joey Income,Gross Income,"$9,284.47 ",Income,,,,
2014,March,2/27/2014,FEGLI,$24.95 ,Life Insurance,Medical,"$9,259.52 ",Expense,,,,
2014,March,2/27/2014,FEHB,$109.34 ,Health Insurance,Medical,"$9,150.18 ",Expense,,,,
2014,March,2/27/2014,OASDI,$214.04 ,Social Security,Taxes,"$8,936.14 ",Expense,,,,
2014,March,2/27/2014,Federal Tax,$88.43 ,Federal Taxes,Taxes,"$8,847.71 ",Expense,,,,
2014,March,2/27/2014,Medicare,$50.06 ,Medicare,Taxes,"$8,797.65 ",Expense,,,,
2014,March,2/27/2014,State Tax,$114.98 ,State Taxes,Taxes,"$8,682.67 ",Expense,,,,
2014,March,2/27/2014,FERS,$28.49 ,FERS,Retirement,"$8,654.18 ",Expense,,,,
2014,March,2/27/2014,TSP,$178.08 ,TSP,Retirement,"$8,476.10 ",Expense,,,,
2014,February,2/27/2014,SMJJA,$50.00 ,Exercise,Recreation,"$8,426.10 ",Expense,,,,
2014,March,2/28/2014,ATM Withdrawl,$40.00 ,Groceries,Food,"$8,386.10 ",Expense,,,,
2014,January,2/28/2014,Jim Gorney,$175.00 ,Legal,Personal,"$8,211.10 ",Expense,,,,
2014,February,2/28/2014,Dividend,$0.24 ,Other Income,Gross Income,"$8,211.34 ",Income,,,,
2014,March,3/3/2014,Safeway,$57.84 ,Gas,Transportation,"$8,153.50 ",Expense,,,,
2014,March,3/3/2014,Panera,$16.72 ,Fun,Personal,"$8,136.78 ",Expense,,,,
2014,March,3/3/2014,MOMs,$9.99 ,Drugs,Medical,"$8,126.79 ",Expense,,,,
2014,March,3/3/2014,MOMs,$9.99 ,Cleaning /Laundry,Clothing,"$8,116.80 ",Expense,,,,
2014,March,3/3/2014,MOMs,$104.46 ,Groceries,Food,"$8,012.34 ",Expense,,,,
2014,March,3/3/2014,BJs,$5.99 ,Cleaning /Laundry,Clothing,"$8,006.35 ",Expense,,,,
2014,March,3/3/2014,BJs,$11.99 ,Toiletries,Personal,"$7,994.36 ",Expense,,,,
2014,March,3/3/2014,BJs,$58.67 ,Groceries,Food,"$7,935.69 ",Expense,,,,
2014,March,3/3/2014,Netflix,$16.46 ,TV,Utilities,"$7,919.23 ",Expense,,,,
2014,March,3/4/2014,Republic Wireless,$23.62 ,Cell Phone,Utilities,"$7,895.61 ",Expense,,,,
2014,March,3/3/2014,Panera,$17.68 ,Fun,Personal,"$7,877.93 ",Expense,,,,
2014,March,3/3/2014,Panera,$4.23 ,Fun,Personal,"$7,873.70 ",Expense,,,,
2014,February,3/3/2014,Wilfred Bellerose,$50.00 ,Other Income,Gross Income,"$7,923.70 ",Income,,,,
2014,February,3/3/2014,Transfer from Savings,$500.00 ,Reimbursables,Gross Income,"$8,423.70 ",Income,,,,
2014,February,3/3/2014,Transfer to Savings,$300.00 ,Savings,Saving,"$8,123.70 ",Expense,,,,
2014,February,3/4/2014,Sallie Mae,$650.16 ,Joey Sallie Mae,Debts,"$7,473.54 ",Expense,,,,
2014,March,3/4/2014,Amazon Video,$7.99 ,Kids Misc.,Personal,"$7,465.55 ",Expense,,,,
2014,March,3/4/2014,Amazon Video,$7.99 ,Kids Misc.,Personal,"$7,457.56 ",Expense,,,,
2014,March,3/5/2014,BJs,$8.98 ,Groceries,Food,"$7,448.58 ",Expense,,,,
2014,March,3/5/2014,BJs,$39.93 ,Gas,Transportation,"$7,408.65 ",Expense,,,,
2014,January,3/5/2014,World Vision,$414.40 ,Charity,Charity,"$6,994.25 ",Expense,,,,
2014,February,3/5/2014,World Vision,$712.32 ,Charity,Charity,"$6,281.93 ",Expense,,,,
2014,March,3/5/2014,World Vision,$504.28 ,Charity,Charity,"$5,777.65 ",Expense,,,,
2014,March,3/6/2014,MOMs,$18.89 ,Groceries,Food,"$5,758.76 ",Expense,,,,
2014,March,3/6/2014,Wal Mart,$25.07 ,Children Clothes,Clothing,"$5,733.69 ",Expense,,,,
2014,March,3/10/2014,World Vision,$400.00 ,Charity,Charity,"$5,333.69 ",Expense,,,,
2014,March,3/10/2014,MOMs,$3.79 ,Cleaning /Laundry,Clothing,"$5,329.90 ",Expense,,,,
2014,March,3/10/2014,MOMs,$85.98 ,Groceries,Food,"$5,243.92 ",Expense,,,,
2014,March,3/10/2014,Amazon,$16.09 ,Supplements,Personal,"$5,227.83 ",Expense,,,,
2014,March,3/10/2014,Amazon,$40.35 ,Groceries,Food,"$5,187.48 ",Expense,,,,
2014,March,3/10/2014,Comcast,$75.43 ,Internet,Utilities,"$5,112.05 ",Expense,,,,
2014,March,3/11/2014,BJs,$27.92 ,Gas,Transportation,"$5,084.13 ",Expense,,,,
2014,March,3/11/2014,BJs,$59.02 ,Groceries,Food,"$5,025.11 ",Expense,,,,
2014,March,3/13/2014,DFAS,"$3,561.60 ",Joey Income,Gross Income,"$8,586.71 ",Income,,,,
2014,March,3/13/2014,FEGLI,$24.95 ,Life Insurance,Medical,"$8,561.76 ",Expense,,,,
2014,March,3/13/2014,FEHB,$109.34 ,Health Insurance,Medical,"$8,452.42 ",Expense,,,,
2014,March,3/13/2014,OASDI,$214.04 ,Social Security,Taxes,"$8,238.38 ",Expense,,,,
2014,March,3/13/2014,Federal Tax,$88.43 ,Federal Taxes,Taxes,"$8,149.95 ",Expense,,,,
2014,March,3/13/2014,Medicare,$50.05 ,Medicare,Taxes,"$8,099.90 ",Expense,,,,
2014,March,3/13/2014,State Tax,$114.98 ,State Taxes,Taxes,"$7,984.92 ",Expense,,,,
2014,March,3/13/2014,FERS,$28.49 ,FERS,Retirement,"$7,956.43 ",Expense,,,,
2014,March,3/13/2014,TSP,$178.08 ,TSP,Retirement,"$7,778.35 ",Expense,,,,
2014,March,3/14/2014,SMECO,$461.75 ,Electric,Utilities,"$7,316.60 ",Expense,,,,
2014,March,3/14/2014,loanDepot,"$1,303.71 ",Mortgage,Housing,"$6,012.89 ",Expense,,,,
2014,March,3/14/2014,loanDepot,$236.68 ,Property Taxes,Housing,"$5,776.21 ",Expense,,,,
2014,March,3/14/2014,loanDepot,$81.34 ,Property Insurance,Housing,"$5,694.87 ",Expense,,,,
2014,March,3/17/2014,Nicks of Clinton,$14.16 ,Dinners,Food,"$5,680.71 ",Expense,,,,
2014,March,3/17/2014,Shell,$39.42 ,Gas,Transportation,"$5,641.29 ",Expense,,,,
2014,March,3/17/2014,Shell,$57.29 ,Gas,Transportation,"$5,584.00 ",Expense,,,,
2014,March,3/17/2014,MOMs,$11.88 ,Dinners,Food,"$5,572.12 ",Expense,,,,
2014,March,3/17/2014,MOMs,$84.71 ,Groceries,Food,"$5,487.41 ",Expense,,,,
2014,March,3/19/2014,Giant,$6.08 ,Fun,Personal,"$5,481.33 ",Expense,,,,
2014,March,3/19/2014,Joan Marquez,$333.00 ,House Supplies,Personal,"$5,148.33 ",Expense,,,,
2014,March,3/19/2014,Joan Marquez,$10.83 ,Children Clothes,Clothing,"$5,137.50 ",Expense,,,,
2014,March,3/20/2014,BJs,$2.99 ,Fun,Personal,"$5,134.51 ",Expense,,,,
2014,March,3/20/2014,Geico,$107.15 ,Car Insurance,Transportation,"$5,027.36 ",Expense,,,,
2014,March,3/24/2014,Shear Heaven,$15.00 ,Misc.,Personal,"$5,012.36 ",Expense,,,,
2014,March,3/24/2014,ATM Withdrawl,$22.50 ,Groceries,Food,"$4,989.86 ",Expense,,,,
2014,March,3/24/2014,ATM Fee,$1.00 ,Groceries,Food,"$4,988.86 ",Expense,,,,
2014,March,3/24/2014,TJ Maxx,$29.66 ,Clothes,Clothing,"$4,959.20 ",Expense,,,,
2014,March,3/20/2014,Panera,$3.07 ,Fun,Personal,"$4,956.13 ",Expense,,,,
2014,March,3/25/2014,World Vision,$60.00 ,Charity,Charity,"$4,896.13 ",Expense,,,,
2014,March,3/24/2014,MOMs,$3.79 ,Cleaning /Laundry,Clothing,"$4,892.34 ",Expense,,,,
2014,March,3/24/2014,MOMs,$86.94 ,Groceries,Food,"$4,805.40 ",Expense,,,,
2014,March,3/25/2014,BJs,$37.41 ,Gas,Transportation,"$4,767.99 ",Expense,,,,
2014,March,3/25/2014,BJs,$9.99 ,Groceries,Food,"$4,758.00 ",Expense,,,,
2014,March,3/24/2014,Sallie Mae,$15.49 ,Joey Sallie Mae,Debts,"$4,742.51 ",Expense,,,,
2014,March,3/24/2014,Sallie Mae,$28.67 ,Joey Sallie Mae,Debts,"$4,713.84 ",Expense,,,,
2014,March,3/24/2014,Sallie Mae,$30.74 ,Joey Sallie Mae,Debts,"$4,683.10 ",Expense,,,,
2014,March,3/24/2014,Sallie Mae,$52.00 ,Joey Sallie Mae,Debts,"$4,631.10 ",Expense,,,,
2014,March,3/24/2014,Sallie Mae,$55.56 ,Joey Sallie Mae,Debts,"$4,575.54 ",Expense,,,,
2014,March,3/26/2014,Sallie Mae,"$2,827.47 ",Joey Sallie Mae,Debts,"$1,748.07 ",Expense,,,,
2014,March,3/27/2014,Transfer to Car,$100.00 ,Car Maintenance,Transportation,"$1,648.07 ",Expense,,,,
2014,March,3/27/2014,Transfer to Gifts,$100.00 ,GIfts,Personal,"$1,548.07 ",Expense,,,,
2014,March,3/27/2014,DFAS,"$3,561.60 ",Joey Income,Gross Income,"$5,109.67 ",Income,,,,
2014,March,3/27/2014,FEGLI,$24.95 ,Life Insurance,Medical,"$5,084.72 ",Expense,,,,
2014,March,3/27/2014,FEHB,$109.34 ,Health Insurance,Medical,"$4,975.38 ",Expense,,,,
2014,March,3/27/2014,OASDI,$214.04 ,Social Security,Taxes,"$4,761.34 ",Expense,,,,
2014,March,3/27/2014,Federal Tax,$88.43 ,Federal Taxes,Taxes,"$4,672.91 ",Expense,,,,
2014,March,3/27/2014,Medicare,$50.06 ,Medicare,Taxes,"$4,622.85 ",Expense,,,,
2014,March,3/27/2014,State Tax,$114.98 ,State Taxes,Taxes,"$4,507.87 ",Expense,,,,
2014,March,3/27/2014,FERS,$28.49 ,FERS,Retirement,"$4,479.38 ",Expense,,,,
2014,March,3/27/2014,TSP,$178.08 ,TSP,Retirement,"$4,301.30 ",Expense,,,,
2014,April,3/31/2014,MOMs,$12.97 ,Misc.,Personal,"$4,288.33 ",Expense,,,,
2014,March,3/31/2014,Safeway,$41.24 ,Gas,Transportation,"$4,247.09 ",Expense,,,,
2014,April,3/31/2014,BJs,$19.06 ,Misc.,Personal,"$4,228.03 ",Expense,,,,
2014,April,3/31/2014,BJs,$6.99 ,Fun,Personal,"$4,221.04 ",Expense,,,,
2014,April,3/31/2014,BJs,$40.75 ,Groceries,Food,"$4,180.29 ",Expense,,,,
2014,March,3/31/2014,SMJJA,$50.00 ,Exercise,Recreation,"$4,130.29 ",Expense,,,,
2014,April,3/31/2014,MOMs,$9.99 ,Drugs,Medical,"$4,120.30 ",Expense,,,,
2014,April,3/31/2014,MOMs,$11.98 ,Toiletries,Personal,"$4,108.32 ",Expense,,,,
2014,April,3/31/2014,MOMs,$5.88 ,FUN,Personal,"$4,102.44 ",Expense,,,,
2014,April,3/31/2014,MOMs,$116.10 ,Groceries,Food,"$3,986.34 ",Expense,,,,
2014,March,3/31/2014,Dividend,$0.23 ,Other Income,Gross Income,"$3,986.57 ",Income,,,,
2014,April,4/2/2014,Netflix,$16.46 ,TV,Utilities,"$3,970.11 ",Expense,,,,
2014,April,4/4/2014,Republic Wireless,$23.63 ,Cell Phone,Utilities,"$3,946.48 ",Expense,,,,
2014,April,4/4/2014,Safeway,$62.22 ,Gas,Transportation,"$3,884.26 ",Expense,,,,
2014,April,4/4/2014,Safeway,$30.29 ,GIfts,Personal,"$3,853.97 ",Expense,,,,
2014,April,4/4/2014,loanDepot,"$1,303.71 ",Mortgage,Housing,"$2,550.26 ",Expense,,,,
2014,April,4/4/2014,loanDepot,$236.68 ,Property Taxes,Housing,"$2,313.58 ",Expense,,,,
2014,April,4/4/2014,loanDepot,$81.34 ,Property Insurance,Housing,"$2,232.24 ",Expense,,,,
2014,April,4/7/2014,Sunoco,$40.37 ,Gas,Transportation,"$2,191.87 ",Expense,,,,
2014,April,4/4/2014,ATM Withdrawl,$40.00 ,Groceries,Food,"$2,151.87 ",Expense,,,,
2014,April,4/7/2014,Giant,$3.99 ,Misc.,Personal,"$2,147.88 ",Expense,,,,
2014,April,4/7/2014,Wawa,$16.38 ,Car Maintenance,Transportation,"$2,131.50 ",Expense,,,,
2014,April,4/7/2014,TJ Maxx,$25.90 ,Clothes,Clothing,"$2,105.60 ",Expense,,,,
2014,April,4/7/2014,TJ Maxx,$23.97 ,Children Clothes,Clothing,"$2,081.63 ",Expense,,,,
2014,April,4/7/2014,TJ Maxx,$7.99 ,Kids Misc.,Personal,"$2,073.64 ",Expense,,,,
2014,April,4/7/2014,TJ Maxx,$10.98 ,Misc.,Personal,"$2,062.66 ",Expense,,,,
2014,April,4/7/2014,MOMs,$29.28 ,Dinners,Food,"$2,033.38 ",Expense,,,,
2014,April,4/7/2014,MOMs,$6.58 ,Fun,Personal,"$2,026.80 ",Expense,,,,
2014,April,4/7/2014,MOMs,$3.79 ,Cleaning /Laundry,Clothing,"$2,023.01 ",Expense,,,,
2014,April,4/7/2014,MOMs,$75.16 ,Groceries,Food,"$1,947.85 ",Expense,,,,
2014,April,4/8/2014,Jessie Clark,$20.00 ,GIfts,Personal,"$1,927.85 ",Expense,,,,
2014,April,4/8/2014,USPS,$17.80 ,Misc.,Personal,"$1,910.05 ",Expense,,,,
2014,April,4/8/2014,Giant,$18.37 ,Fun,Personal,"$1,891.68 ",Expense,,,,
2014,April,4/8/2014,Comcast,$75.43 ,Internet,Utilities,"$1,816.25 ",Expense,,,,
2014,April,4/9/2014,Lowes,$4.73 ,Misc.,Personal,"$1,811.52 ",Expense,,,,
2014,April,4/9/2014,Eric Long,$50.00 ,Car Maintenance,Transportation,"$1,761.52 ",Expense,,,,
2014,April,4/10/2014,DFAS,"$4,161.60 ",Joey Income,Gross Income,"$5,923.12 ",Income,,,,
2014,April,4/10/2014,FEGLI,$24.95 ,Life Insurance,Medical,"$5,898.17 ",Expense,,,,
2014,April,4/10/2014,FEHB,$109.34 ,Health Insurance,Medical,"$5,788.83 ",Expense,,,,
2014,April,4/10/2014,OASDI,$251.24 ,Social Security,Taxes,"$5,537.59 ",Expense,,,,
2014,April,4/10/2014,Federal Tax,$238.43 ,Federal Taxes,Taxes,"$5,299.16 ",Expense,,,,
2014,April,4/10/2014,Medicare,$58.76 ,Medicare,Taxes,"$5,240.40 ",Expense,,,,
2014,April,4/10/2014,State Tax,$167.78 ,State Taxes,Taxes,"$5,072.62 ",Expense,,,,
2014,April,4/10/2014,FERS,$28.49 ,FERS,Retirement,"$5,044.13 ",Expense,,,,
2014,April,4/10/2014,TSP,$178.08 ,TSP,Retirement,"$4,866.05 ",Expense,,,,
2014,March,4/11/2014,Revolution 12 Church,$164.20 ,Charity,Charity,"$4,701.85 ",Expense,,,,
2014,April,4/14/2014,MOMs,$6.66 ,Dinners,Food,"$4,695.19 ",Expense,,,,
2014,April,4/14/2014,MOMs,$5.68 ,Fun,Personal,"$4,689.51 ",Expense,,,,
2014,April,4/14/2014,MOMs,$6.29 ,Toiletries,Personal,"$4,683.22 ",Expense,,,,
2014,April,4/14/2014,MOMs,$5.58 ,Cleaning /Laundry,Clothing,"$4,677.64 ",Expense,,,,
2014,April,4/14/2014,MOMs,$85.34 ,Groceries,Food,"$4,592.30 ",Expense,,,,
2014,April,4/14/2014,Shell,$42.50 ,Gas,Transportation,"$4,549.80 ",Expense,,,,
2014,April,4/14/2014,TJ Maxx,$29.64 ,GIfts,Personal,"$4,520.16 ",Expense,,,,
2014,April,4/14/2014,Bed Bath & Beyond,$8.99 ,GIfts,Personal,"$4,511.17 ",Expense,,,,
2014,April,4/14/2014,Chipotle,$13.50 ,Dinners,Food,"$4,497.67 ",Expense,,,,
2014,April,4/15/2014,Dollar Tree,$2.65 ,GIfts,Personal,"$4,495.02 ",Expense,,,,
2014,April,4/17/2014,Neiman Marcus,$133.56 ,Gifts,Personal,"$4,361.46 ",Expense,,,,
2014,April,4/14/2014,Transfer from Gifts,$133.56 ,Reimbursables,Gross Income,"$4,495.02 ",Income,,,,
2014,January,4/14/2014,Jim Gorney,$175.00 ,Legal,Personal,"$4,320.02 ",Expense,,,,
2014,April,4/15/2014,BJs,$46.79 ,Groceries,Food,"$4,273.23 ",Expense,,,,
2014,April,4/15/2014,SMECO,$356.93 ,Electric,Utilities,"$3,916.30 ",Expense,,,,
2014,April,4/16/2014,Bike Doctor,$24.49 ,Exercise,Recreation,"$3,891.81 ",Expense,,,,
2014,April,4/18/2014,BJs,$55.59 ,Groceries,Food,"$3,836.22 ",Expense,,,,
2014,April,4/18/2014,Comptroller of Maryland,$103.19 ,State Taxes,Taxes,"$3,733.03 ",Expense,,,,
2014,April,4/18/2014,Revolution 12 Church,$310.00 ,Charity,Charity,"$3,423.03 ",Expense,,,,
2014,April,4/21/2014,Fran Renfree,$13.00 ,Other Income,Gross Income,"$3,436.03 ",Income,,,,
2014,April,4/21/2014,Chipotle,$6.75 ,Fun,Personal,"$3,429.28 ",Expense,,,,
2014,April,4/21/2014,BJs,$39.13 ,Gas,Transportation,"$3,390.15 ",Expense,,,,
2014,April,4/21/2014,Lowes,$13.10 ,Maintenance,Housing,"$3,377.05 ",Expense,,,,
2014,April,4/21/2014,MOMs,$42.82 ,Groceries,Food,"$3,334.23 ",Expense,,,,
2014,April,4/21/2014,Geico,$106.64 ,Car Insurance,Transportation,"$3,227.59 ",Expense,,,,
2014,April,4/22/2014,Walmart,$5.48 ,Work,Work,"$3,222.11 ",Expense,,,,
2014,April,4/22/2014,Giant,$17.47 ,Work,Work,"$3,204.64 ",Expense,,,,
2014,April,4/22/2014,Cracker Barrel,$26.25 ,Work,Work,"$3,178.39 ",Expense,,,,
2014,April,4/22/2014,Target,$57.23 ,Work,Work,"$3,121.16 ",Expense,,,,
2014,April,4/22/2014,Walmart,$67.86 ,Work,Work,"$3,053.30 ",Expense,,,,
2014,April,4/23/2014,Qdoba,$26.86 ,Work,Work,"$3,026.44 ",Expense,,,,
2014,April,4/23/2014,Sallie Mae,$15.49 ,Joey Sallie Mae,Debts,"$3,010.95 ",Expense,,,,
2014,April,4/23/2014,Sallie Mae,$28.67 ,Joey Sallie Mae,Debts,"$2,982.28 ",Expense,,,,
2014,April,4/23/2014,Sallie Mae,$30.74 ,Joey Sallie Mae,Debts,"$2,951.54 ",Expense,,,,
2014,April,4/23/2014,Sallie Mae,$52.00 ,Joey Sallie Mae,Debts,"$2,899.54 ",Expense,,,,
2014,April,4/23/2014,Sallie Mae,$55.56 ,Joey Sallie Mae,Debts,"$2,843.98 ",Expense,,,,
2014,April,4/23/2014,Charles County Government,$110.30 ,Water,Utilities,"$2,733.68 ",Expense,,,,
2014,April,4/24/2014,IRS,"$1,886.34 ",Reimbursables,Gross Income,"$4,620.02 ",Income,,,,
2014,April,4/24/2014,DFAS,"$3,561.60 ",Joey Income,Gross Income,"$8,181.62 ",Income,,,,
2014,April,4/24/2014,FEGLI,$24.95 ,Life Insurance,Medical,"$8,156.67 ",Expense,,,,
2014,April,4/24/2014,FEHB,$109.34 ,Health Insurance,Medical,"$8,047.33 ",Expense,,,,
2014,April,4/24/2014,OASDI,$214.04 ,Social Security,Taxes,"$7,833.29 ",Expense,,,,
2014,April,4/24/2014,Federal Tax,$88.43 ,Federal Taxes,Taxes,"$7,744.86 ",Expense,,,,
2014,April,4/24/2014,Medicare,$50.06 ,Medicare,Taxes,"$7,694.80 ",Expense,,,,
2014,April,4/24/2014,State Tax,$114.98 ,State Taxes,Taxes,"$7,579.82 ",Expense,,,,
2014,April,4/24/2014,FERS,$28.49 ,FERS,Retirement,"$7,551.33 ",Expense,,,,
2014,April,4/24/2014,TSP,$178.08 ,TSP,Retirement,"$7,373.25 ",Expense,,,,
2014,April,4/24/2014,Redbox,$1.27 ,Work,Work,"$7,371.98 ",Expense,,,,
